Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Prevalence and treatment outcomes of routine Chlamydia trachomatis, Neisseria gonorrhoeae and Trichomonas vaginalis testing during antenatal care, Gaborone, Botswana",Wynn A.; Ramogola-Masire D.; Gaolebale P.; Moshashane N.; Sickboy O.; Duque S.; Williams E.; Doherty K.; Klausner J.D.; Morroni C.,"OBJECTIVES: Chlamydia trachomatis (CT), Neisseria gonorrhoeae (NG) and Trichomonas vaginalis (TV) are curable, mostly asymptomatic, STIs that cause adverse maternal and perinatal outcomes. Most countries do not test for those infections during antenatal care. We implemented a CT, NG and TV testing and treatment programme in an antenatal clinic in Gaborone, Botswana. METHODS: We conducted a prospective study in the antenatal clinic at Princess Marina Hospital in Gaborone, Botswana. We offered pregnant women who were 18 years or older and less than 35 weeks of gestation, CT, NG and TV testing using self-collected vaginal swabs. Testing was conducted using a GeneXpert® CT/NG and TV system. Those who tested positive were given directly observed antibiotic therapy and asked to return for a test of cure. We determined the prevalence of infections, uptake of treatment and proportion cured. The relationships between positive STI test and participant characteristics were assessed. RESULTS: We enrolled 400 pregnant women. Fifty-four (13.5%) tested positive for CT, NG and/or TV: 31 (8%) for CT, 5 (1.3%) for NG and 21 (5%) for TV. Among those who tested positive, 74% (40) received same-day, in person results and treatment. Among those who received delayed results (6), 67% (4) were treated. Statistical comparisons showed that being unmarried and HIV infected were positively association CT, NG and/or TV infection. Self-reported STI symptoms were not associated with CT, NG and/or TV infection. CONCLUSION: The prevalence of CT, NG and/or TV was high, particularly among women with HIV infection. Among women with CT, NG and/or TV infection, those who received same-day results were more likely to be treated than those who received delayed results. More research is needed on the costs and benefits of integrating highly sensitive and specific STI testing into antenatal care in Southern Africa.",2018,,Sexually transmitted infections,94,3,230-235,,10.1136/sextrans-2017-053134,,#4763,Wynn 2018,"",""
"Baseline survey of sexually transmitted infections in a cohort of female bar workers in Mbeya Region, Tanzania.",Riedner G.; Rusizoka M.; Hoffmann O.; Nichombe F.; Lyamuya E.; Mmbando D.; Maboko L.; Hay P.; Todd J.; Hayes R.; Hoelscher M.; Grosskurth H.,"To determine baseline prevalence of sexually transmitted infections (STI) and other reproductive tract infections (RTI) and their association with HIV as well as sociodemographic and behavioural characteristics in a newly recruited cohort of female bar workers in Mbeya Region, Tanzania. 600 female bar workers were recruited from 17 different communities during September to November 2000 and underwent gynaecological examination, laboratory testing for HIV/STI, and interviews using structured questionnaires. HIV-1 seroprevalence was 68%. Prevalences of STI/RTI were high titre syphilis (TPPA/RPR >/=1/8), 9%; herpes simplex virus 2 antibodies, 87%; chlamydia, 12%; gonorrhoea, 22%; trichomoniasis, 24%; and bacterial vaginosis, 40%. HIV infection was associated with TPPA and HSV-2 seropositivity, bacterial vaginosis and clinically diagnosed genital ulcers, blisters, and warts. Reported high risk sexual behaviour during the past year (having multiple casual partners) was associated with prevalent STI. Female bar workers in Mbeya are at high risk of STI and HIV infection. Targeted STI/HIV prevention interventions for these women and their sexual partners need to be reinforced. Methods should be sought to improve healthcare seeking and to provide easily accessible and affordable STI care services.",2003,Oct,Sexually transmitted infections,79,5,382-7,,10.1136/sti.79.5.382,14573833,#1220,Riedner 2003,"",""
HIV infection among pregnant women in Nigeria.,Sagay AS.; Kapiga SH.; Imade GE.; Sankale JL.; Idoko J.; Kanki P.,"To determine risk factors for HIV among pregnant women (N = 2657) receiving antenatal services in Jos, Plateau state, Nigeria. Information about potential risk factors was obtained at interview. Biological samples were collected for detection of HIV and other sexually transmitted infections (STIs). The prevalence of HIV was 8.2%. Women aged 20-29 years had more than 4-fold increased risk of HIV. Women of Catholic (adjusted odds ratio (AOR) = 1.72, 95% CI = 1.01-2.95) and Pentecostal (AOR = 2.57, 95% CI = 1.46-4.52) denominations were more likely to be HIV-infected when compared to Moslem women. The risk of HIV was also increased among women with multiple marriages and in women married to a banker/accountant. Other predictors of HIV were having a husband with other partners, perceived risk of HIV, STIs, candidiasis and bacterial vaginosis. Development of effective interventions, including behavioral change, expansion of perinatal HIV prevention services and STI control, should be given the highest priority.",2005,Jul,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,90,1,61-7,,10.1016/j.ijgo.2005.03.030,15907849,#509,Sagay 2005,"",""
Sexually transmitted infections among HIV-infected adults in HIV care programs in Kenya: a national sample of HIV clinics.,Singa B.; Glick SN.; Bock N.; Walson J.; Chaba L.; Odek J.; McClelland RS.; Djomand G.; Gao H.; John-Stewart G.,"Identifying sexually transmitted infections (STI) in HIV-infected individuals has potential to benefit individual and public health. There are few guidelines regarding routine STI screening in sub-Saharan African HIV programs. We determined sexual risk behavior and prevalence and correlates of STI in a national survey of large HIV treatment programs in Kenya. A mobile screening team visited 39 (95%) of the 42 largest HIV care programs in Kenya and enrolled participants using population-proportionate systematic sampling. Participants provided behavioral and clinical data. Genital and blood specimens were tested for trichomoniasis, gonorrhea, chlamydia, syphilis, and CD4 T-lymphocyte counts. Among 1661 adults, 41% reported no sexual partners in the past 3 months. Among those who reported sex in the past 3 months, 63% of women reported condom use during this encounter compared with 77% of men (P < 0.001). Trichomoniasis was the most common STI in women (10.9%) and men (2.8%); prevalences of gonorrhea, chlamydia, and syphilis were low (<1%-2%). Among women, younger age (adjusted odds ratio [OR], 0.96 per year; 95% confidence interval [CI], 0.94-0.98) and primary school education or lower level (adjusted OR, 2.16; 95% CI, 1.37-3.40) were independently associated with trichomoniasis, whereas CD4 count, cotrimoxazole use, and reported condom use were not. Reported condom use at last sex was associated with reporting that the clinic provided condoms among both women (OR, 1.7; 95% CI, 1.17-2.35) and men (OR, 2.4; 95% CI, 1.18-4.82). Women attending Kenyan HIV care programs had a 10.9% prevalence of trichomoniasis, suggesting that screening for this infection may be useful. Condom provision at clinics may enhance secondary HIV prevention efforts.",2013,Feb,Sexually transmitted diseases,40,2,148-53,,10.1097/OLQ.0b013e31827aab89,23324977,#1746,Singa 2013,"",""
Treatment of trichomoniasis in pregnancy in sub-Saharan Africa does not appear to be associated with low birth weight or preterm birth.,Stringer E.; Read JS.; Hoffman I.; Valentine M.; Aboud S.; Goldenberg RL.,"To determine whether treatment of trichomoniasis increases the risk of prematurity. Sub-analysis of a randomised trial. We analysed data from HPTN trial of antenatal and intrapartum antibiotics to reduce chorioamnionitis-related perinatal HIV transmission. Pregnant women from four sites in Africa. Gestational age at the time of delivery or mean birth weight. Of 2,428 women-infant pairs included, 428 (18%) had trichomoniasis at enrolment. There were no differences in infant age or birth weight between women with or without trichomoniasis. By randomisation group, there were no differences in gestational age at birth or birth weight. Of the 428 women diagnosed with trichomoniasis, 365 (83%) received antibiotics and 63 (15%) did not. In analysis of actual use of antibiotics, women with trichomoniasis who received no treatment were more likely to deliver a preterm infant when the symphysis-fundal height was used to estimate gestational age (36% v. 23%; p=0.03), but not when the Ballard score was used (16% v. 21%; p=0.41). There were no differences in mean birth weight between groups. In pregnant women in sub-Saharan Africa, most of whom were HIV-infected, neither trichomoniasis nor its treatment appears to influence the risk of preterm birth or a low-birth-weight infant.",2010,Jan,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,100,1,58-64,,,20429491,#79,Stringer 2010,"",""
"Condom use promotion among isiXhosa speaking women living with HIV in the Western Cape Province, South Africa: a pilot study.",Saleh-Onoya D.; Reddy PS.; Ruiter RA.; Sifunda S.; Wingood G.; van den Borne B.,"The prevalence of HIV infection continues to increase among women in South Africa while there are few interventions specifically targeting condom use promotion in this population. We report the results of an experimental pilot study of a health education intervention aimed at enhancing coping skills and consistent condom use among HIV-positive women attending primary health clinics in the Western Cape province of South Africa. One hundred and twenty women were randomised into the intervention condition or a control condition. Both groups completed an interviewer administered questionnaire that included measures of self-esteem, attitude towards condom use, and self-efficacy towards condom use and negotiating condom use, and provided vaginal swab specimen at baseline and three months after the intervention. Tests for intervention effects at three months while controlling for baseline revealed that only self-esteem was significantly higher in the intervention group relative to the control group. No significant differences were found on measures of coping skills and condom use behaviour. Importantly, incidence for Chlamydia Trachomatis, Neisseria Gonorrhea and Trichomona vaginalis during the study period were significantly lower in the intervention group than the control group. These results are strong indications that this intervention could serve as a basis for the development of potentially effective interventions to reduce STI-related sexual risk behaviours among HIV-positive black women in South Africa.",2009,Jul,AIDS care,21,7,817-25,,10.1080/09540120802537823,20024738,#764,Saleh-Onoya 2009,"",""
"Human immunodeficiency virus type 1 among bar and hotel workers in northern Tanzania: The role of alcohol, sexual behavior, and herpes simplex virus type 2",Ao T.T.H.; Sam N.E.; Masenga E.J.; Seage III G.R.; Kapiga S.H.,"Goals: We assessed baseline prevalence of human immunodeficiency virus type 1 (HIV-1) and other STDs, as well as behavioral and biologic risk factors for HIV-1 in a population of female bar/hotel workers in Moshi, Tanzania. Study Design: Between 2002 and 2003, we enrolled 1042 female bar/hotel workers in an ongoing prospective cohort study. We analyzed data collected at baseline to assess the associations between alcohol, sexual behavior, STDs, and HIV-1 infection. Results: The prevalence of HIV-1 infection was 19.0% (95% confidence interval [CI] = 16.6%-21.4%). Consistent condom use was low (11.1%). HIV-1 was associated with genital ulcers on examination (adjusted odds ratio [AOR] = 2.08, 95% CI = 1.16-3.74), herpes simplex virus type 2 (HSV-2) (AOR = 3.80, 95% CI = 2.42-5.97), and problem drinking (AOR = 1.92, 95% CI = 1.06-3.47). Other independent predictors of HIV-1 were increasing age, number of sex partners, cohabitating, formerly married, location of employment, and having a husband with another wife. Conclusions: These findings suggest that programs designed to control HSV-2, reduce the number of sexual partners and alcohol use, and promote condom use could be effective in reducing transmission of HIV-1 in this population. Copyright © 2006, American Sexually Transmitted Diseases Association All rights reserved.",2006,,Sexually Transmitted Diseases,33,3,163-169,,10.1097/01.olq.0000187204.57006.b3,,#2904,Ao 2006,"",""
"The prevalence and risk factors for Trichomonas vaginalis infection amongst human immunodeficiency virus-infected pregnant women attending the antenatal clinics of a university teaching hospital in Lagos, South-Western, Nigeria.",Ijasan O.; Okunade KS.; Oluwole AA.,"Trichomonas vaginalis infection is the most prevalent non-viral sexually transmitted infection worldwide. Interactions between this infection and human immunodeficiency virus (HIV) may cause adverse pregnancy outcomes such as preterm labour, premature rupture of membranes, chorioamnionitis, low birth weight and post-abortal sepsis. This study was aimed to determine the prevalence and risk factors of T. vaginalis infection amongst HIV-positive pregnant women attending antenatal care at the Lagos University Teaching Hospital (LUTH), Lagos, Nigeria. This was an analytical cross-sectional study in which 320 eligible participants which included 160 HIV-positive (case group) and 160 HIV-negative (control group) pregnant women were recruited at the antenatal clinic of LUTH. A structured pro forma was used to collect data from consenting participants after which high vaginal swabs were collected, processed and examined for T. vaginalis. The association between categorical variables was tested using the Chi-square test and Fisher's exact test where applicable. All significances were reported at P < 0.05. The prevalence of T. vaginalis infection amongst HIV-positive and HIV-negative pregnant women were 10% and 8.1%, respectively (P = 0.559). Significant risk factors for T. vaginalis infection in the HIV-positive pregnant women were early coitarche (P < 0.005) and multiple lifetime sexual partners (P = 0.021). There was no relationship between the T. vaginalis infection and the immunological markers of HIV infection. While this study does not provide grounds for universal screening of pregnant women for T. vaginalis infection as a tool of reducing HIV acquisition, especially in pregnancy, campaign to create better sexual health awareness should be commenced as a way to contributing to the reduction in T. vaginalis infection during pregnancy and perinatal transmission of HIV.",,,The Nigerian postgraduate medical journal,25,1,21-26,,10.4103/npmj.npmj_7_18,29676341,#1739,,"",""
"Vulvo-vaginal candidosis in a cohort of hormonal contraceptive users in Ibadan, Nigeria",Fayemiwo S.A.; Makanjuola O.B.; Fatiregun A.A.,"Introduction: Most women who acquire HIV and other sexually transmitted infections (STIs) are in their child bearing years and are current or potential users of contraceptive methods. The study was undertaken to provide information on the association between the hormonal contraceptive methods and vulvo vaginal candidiasis among women attending Family Planning clinics, University College Hospital, Ibadan, Nigeria. Methods: It was a cross-sectional study in a population of women using hormonal contraceptive methods attending Family Planning clinics. Detailed medical history, endocervical and high vaginal swabs were collected from the women to establish diagnosis after clinical examination and informed consent. Aliquots of sera from venous blood samples of the women were tested for antibodies to HIV-1/2. Data was analysed using SPSS for windows' version 17.0. Results: There were 116 women using hormonal contraceptive methods who participated in the study with mean age of 28.70 years (SD = 6.72, range = 19 -54). The mean age of sexual debut of the women was 19.2 years (SD = 2.96). The prevalence of vulvo-vaginal candidosis was 23.3%. Other associated sexually transmitted infections were bacterial vaginosis (24.1%), HIV (12.1%), trichomoniasis (10.3%), chlamydia cervicitis (7.8%), syphilis (5.2%), genital warts (6.0%) and gonorrhoea (2.6%).Younger age of sexual debut influenced the decision of selecting various forms of hormonal contraceptives especially the emergence of oral contraceptive forms (P = 0.043). Majority of the women on hormonal contraceptives had multiple sexual partners. Vulvovaginal candidosis is strongly associated with vaginal discharge and pruritus in women utilizing hormonal contraceptive methods (P = 0.001, 4.2 (1.0-13.2). Conclusions: Women seeking contraception to prevent unintended pregnancy are as much in need of education about prevention of STIs. The study found that younger age, numbers sexual partners, and use of hormonal contraceptives could increase the risk of acquiring vulvovaginal candidosis.",2018,,African Journal of Clinical and Experimental Microbiology,19,1,38-46,,10.4314/ajcem.v19i1.6,,#4700,Fayemiwo 2018,"",""
Sexual behaviour does not reflect HIV-1 prevalence differences: a comparison study of Zimbabwe and Tanzania.,Mapingure MP.; Msuya S.; Kurewa NE.; Munjoma MW.; Sam N.; Chirenje MZ.; Rusakaniko S.; Saugstad LF.; de Vlas SJ.; Stray-Pedersen B.,"Substantial heterogeneity in HIV prevalence has been observed within sub-Saharan Africa. It is not clear which factors can explain these differences. Our aim was to identify risk factors that could explain the large differences in HIV-1 prevalence among pregnant women in Harare, Zimbabwe, and Moshi, Tanzania. Cross-sectional data from a two-centre study that enrolled pregnant women in Harare (N = 691) and Moshi (N = 2654) was used. Consenting women were interviewed about their socio-demographic background and sexual behaviour, and tested for presence of sexually transmitted infections and reproductive tract infections. Prevalence distribution of risk factors for HIV acquisition and spread were compared between the two areas. The prevalence of HIV-1 among pregnant women was 26% in Zimbabwe and 7% in Tanzania. The HIV prevalence in both countries rises constantly with age up to the 25-30 year age group. After that, it continues to rise among Zimbabwean women, while it drops for Tanzanian women. Risky sexual behaviour was more prominent among Tanzanians than Zimbabweans. Mobility and such infections as HSV-2, trichomoniasis and bacterial vaginosis were more prevalent among Zimbabweans than Tanzanians. Reported male partner circumcision rates between the two countries were widely different, but the effect of male circumcision on HIV prevalence was not apparent within the populations. The higher HIV-1 prevalence among pregnant women in Zimbabwe compared with Tanzania cannot be explained by differences in risky sexual behaviour: all risk factors tested for in our study were higher for Tanzania than Zimbabwe. Non-sexual transmission of HIV might have played an important role in variation of HIV prevalence. Male circumcision rates and mobility could contribute to the rate and extent of spread of HIV in the two countries.",2010,Nov,Journal of the International AIDS Society,13,,45,,10.1186/1758-2652-13-45,21080919,#1602,Mapingure 2010,"",""
Mycoplasma hominis and Mycoplasma genitalium in the Vaginal Microbiota and Persistent High-Risk Human Papillomavirus Infection.,Adebamowo SN.; Ma B.; Zella D.; Famooto A.; Ravel J.; Adebamowo C.;  .,"Recent studies have suggested that the vaginal microenvironment plays a role in persistence of high-risk human papillomavirus (hrHPV) infection and thus cervical carcinogenesis. Furthermore, it has been shown that some mycoplasmas are efficient methylators and may facilitate carcinogenesis through methylation of hrHPV and cervical somatic cells. We examined associations between prevalence and persistence of Mycoplasma spp. in the vaginal microbiota, and prevalent as well as persistent hrHPV infections. We examined 194 Nigerian women who were tested for hrHPV infection using SPF25/LiPA10 and we identified Mycoplasma genitalium and Mycoplasma hominis in their vaginal microbiota established by sequencing the V3-V4 hypervariable regions of the 16S rRNA gene. We defined the prevalence of M. genitalium, M. hominis, and hrHPV based on positive result of baseline tests, while persistence was defined as positive results from two consecutive tests. We used exact logistic regression models to estimate associations between Mycoplasma spp. and hrHPV infections. The mean (SD) age of the study participants was 38 (8) years, 71% were HIV positive, 30% M. genitalium positive, 45% M. hominis positive, and 40% hrHPV positive at baseline. At follow-up, 16% of the women remained positive for M. genitalium, 30% for M. hominis, and 31% for hrHPV. There was a significant association between persistent M. hominis and persistent hrHPV (OR 8.78, 95% CI 1.49-51.6, p 0.01). Women who were positive for HIV and had persistent M. hominis had threefold increase in the odds of having persistent hrHPV infection (OR 3.28, 95% CI 1.31-8.74, p 0.008), compared to women who were negative for both. We found significant association between persistent M. hominis in the vaginal microbiota and persistent hrHPV in this study, but we could not rule out reverse causation. Our findings need to be replicated in larger, longitudinal studies and if confirmed, could have important diagnostic and therapeutic implications.",2017,,Frontiers in public health,5,,140,,10.3389/fpubh.2017.00140,28695118,#886,Adebamowo 2017,"",""
"Genital tract infections among HIV-infected pregnant women in Malawi, Tanzania and Zambia.",Aboud S.; Msamanga G.; Read JS.; Mwatha A.; Chen YQ.; Potter D.; Valentine M.; Sharma U.; Hoffmann I.; Taha TE.; Goldenberg RL.; Fawzi WW.,"The aim of this study was to compare the prevalence and factors associated with genital tract infections among HIV-infected pregnant women from African sites. Participants were recruited from Blantyre and Lilongwe, Malawi; Dar es Salaam, Tanzania; and Lusaka, Zambia. Genital tract infections were assessed at baseline. Of 2627 eligible women enrolled, 2292 were HIV-infected. Of these, 47.8% had bacterial vaginosis (BV), 22.4% had vaginal candidiasis, 18.8% had trichomoniasis, 8.5% had genital warts, 2.6% had chlamydia infection, 2.2% had genital ulcers and 1.7% had gonorrhoea. The main factors associated with genital tract infections included genital warts (adjusted odds ratio [AOR] 1.8, 95% CI 1.2-2.7), genital ulcers (AOR 2.4, 95% CI 1.2-5.1) and abnormal vaginal discharge (AOR 2.5, 95% CI 1.9-3.3) for trichomoniasis. BV was the most common genital tract infection followed by candidiasis and trichomoniasis. Differences in burdens and risk factors call for enhanced interventions for identification of genital tract infections among HIV-infected women.",2008,Dec,International journal of STD & AIDS,19,12,824-32,,10.1258/ijsa.2008.008067,19050213,#1265,Aboud 2008,"",""
Chlamydia and Gonorrhea in HIV-Infected Pregnant Women and Infant HIV Transmission,"Adachi, K.; Klausner, J. D.; Bristow, C. C.; Xu, J. H.; Ank, B.; Morgado, M. G.; Watts, D. H.; Weir, F.; Persing, D.; Mofenson, L. M.; Veloso, V. G.; Pilotto, J. H.; Joao, E.; Nielsen-Saines, K.; Nichd Hptn Study Team","Background Sexually transmitted infections (STIs) such as Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) can lead to adverse pregnancy and neonatal outcomes. The prevalence of STIs and its association with HIV mother-to-child transmission (MTCT) were evaluated in a substudy analysis from a randomized, multicenter clinical trial. Methodology Urine samples from HIV-infected pregnant women collected at the time of labor and delivery were tested using polymerase chain reaction testing for the detection of CT and NG (Xpert CT/NG; Cepheid, Sunnyvale, CA). Infant HIV infection was determined by HIV DNA polymerase chain reaction at 3 months. Results Of the 1373 urine specimens, 249 (18.1%) were positive for CT and 63 (4.6%) for NG; 35 (2.5%) had both CT and NG detected. Among 117 cases of HIV MTCT (8.5% transmission), the lowest transmission rate occurred among infants born to CT- and NG-uninfected mothers (8.1%) as compared with those infected with only CT (10.7%) and both CT and NG (14.3%; P = 0.04). Infants born to CT-infected mothers had almost a 1.5-fold increased risk for HIV acquisition (odds ratio, 1.47; 95% confidence interval, 0.9-2.3; P = 0.09). Conclusions This cohort of HIV-infected pregnant women is at high risk for infection with CT and NG. Analysis suggests that STIs may predispose to an increased HIV MTCT risk in this high-risk cohort of HIV-infected women.",2015,Oct,Sex Transm Dis,42,10,554-565,WOS:000361605700005,10.1097/olq.0000000000000340,,#7442,Adachi 2015,"",""
"Urino - Genital trichomoniasis and human immuno - Deficiency virus concurrent infection in Adamawa State, Nigeria",Abdulazeez A.; Alo E.; Naphthali R.,"Opportunistic infections are some of the critical complications precipitating the progression of HIV infection to AIDS. This study was therefore focused on assessing the rate of co-infection between urino-genital trichomoniasis and HIV in Adamawa State Nigeria. The study was conducted on 1520 subjects aged 15-64 years randomly selected from 15 healths institutions in the state. Ethical approval was obtained from the state ministry of health and the authorities of the selected health institutions while the research also had the informed consent of the subjects before specimen collection. Culture method was employed for Trichomonas vaginalis detection and commercial HIV kits were used for HIV antibody testing. Questionnaire was administered to the subjects for some demographic information. A concurrent infection rate of 1.1% was recorded in the study but statistical analysis showed no significant variation in the infection rate by geographical zone of the study area (P > 0.05). However Chi-square analysis showed a significant difference between the prevalence of infection by age (P < 0.05) and by gender (P < 0.05). Similarly, prevalence co- of concurrent infection in relation to marital status showed no significant difference (P > 0.05) and also no significant difference in the infection rate according to occupation (P > 0.005).",2009,,Internet Journal of Infectious Diseases,7,1,,,,,#3366,Abdulazeez 2009,"",""
Vaginal trichomoniasis among HIV patients attending primary health care centres of Jos Nigeria,Nwadioha I.; Nwokedi P.; Bako I.; Onwuezobe I.,"Aims/Objectives: To determine the prevalence of trichomonal infection in HIV/AIDS and non-HIV control group of patients in a population of women with abnormal vaginal discharge. Study Design: We conducted a simple cross-sectional study. Place and Duration of Study: Primary health care centres in Jos metropolis and Jos University Teaching Hospital, during December 2006 to December 2007. Methods: Seven hundred high vaginal swabs were collected; 350 from HIV positive and another 350 from HIV-negative control group of patients with abnormal vaginal discharge attending primary health care centres in Jos metropolis and analysed for microscopy and culture in Jos University Teaching Hospital. Data on epidemiologic indices from the patients, using structured interviewer-administered questionnaires were collected. Results: The rate of trichomoniasis among all participants in the study was17% (n = 120/700). The prevalence rate of trichomoniasis among persons with HIV was 24% while it was found to be 10.3% among HIV negative controls. The difference was statistically significant (× 2 = 23.172; df = 1; p < 0.05). The rate of co-infection of T. vaginalis in Bacterial vaginosis was 42%(n = 50/120), while it was 24%(n = 29/120) in candidiasis. The singles had a 35% high rate of trichomonal infection. The infected women had a median age of 26 years, and a median number of 3 intra-vaginal sex partners per week. Conclusion: There was a significant statistical difference in prevalence of Trichomonas vaginalis between HIV/AIDS group and non-HIV (control) group of patients in the study (p < 0.05). Local HIV prevention strategies should target such women with trichomonal infection for intervention efforts, especially in HIV endemic area of sub-continent of Africa to further reduce the burden of HIV in the population.",2012,,Clinical Microbiology and Infection,18,"(Nwadioha I.; Nwokedi P.; Bako I.; Onwuezobe I.) Makurdi, Nigeria",798,,10.1111/j.1469-0691.2012.03803.x,,#3522,Nwadioha 2012,"",""
HIV and sexually transmitted infections among women presenting at urban primary health care clinics in two cities of sub-saharan Africa,"Mbizvo, Elizabeth Mukuze",In a cross-sectional study; 786 consenting women from two cities in Africa; Harare and Moshi; attending primary health care clinics were interviewed; examined and tested for HIV and other sexually transmitted infections (STIs). The aim of the study was to assess and compare differences in the characteristics that may affect the prevalence of HIV/STIs among women in the two cities. Multivariate analysis was used to generate odds ratio. STIs and behaviour characteristics among this low risk group of women could not fully explain the higher HIV prevalence in Zimbabwe; 29.3 compared to 11.5 in Tanzania (p 0.01). Interventions should target identified risk factors with particular attention to youths.,2005,2005/00,Afr J Reprod Health,,,,,,,#5857,Mbizvo 2005,"",""
"Relationship between female genital tract infections, mucosal interleukin-17 production and local T helper type 17 cells","Masson, L.; Salkinder, A. L.; Olivier, A. J.; McKinnon, L. R.; Gamieldien, H.; Mlisana, K.; Scriba, T. J.; Lewis, D. A.; Little, F.; Jaspan, H. B.; Ronacher, K.; Denny, L.; Karim, S. S. A.; Passmore, J. A. S.","T helper type 17 (Th17) cells play an important role in immunity to fungal and bacterial pathogens, although their role in the female genital tract, where exposure to these pathogens is common, is not well understood. We investigated the relationship between female genital tract infections, cervicovaginal interleukin-17 (IL-17) concentrations and Th17 cell frequencies. Forty-two cytokines were measured in cervicovaginal lavages from HIV-uninfected and HIV-infected women. Frequencies of Th17 cells (CD3(+) CD4(+) IL-17a(+)) were evaluated in cervical cytobrushes and blood by flow cytometry. Women were screened for Chlamydia trachomatis, Neisseria gonorrhoeae, Mycoplasma genitalium, Trichomonas vaginalis and herpes simplex virus 2 by PCR, and candidal infections and bacterial vaginosis by Gram stain. Women with bacterial sexually transmitted infections (STIs), specifically chlamydia and gonorrhoea, had higher genital IL-17 concentrations than women with no STI, whereas women with candidal pseudohyphae/spores had lower IL-17 concentrations compared with women without candidal infections. Viral STIs (herpes simplex virus 2 and HIV) were not associated with significant changes in genital IL-17 concentrations. Genital IL-17 concentrations correlated strongly with other inflammatory cytokines and growth factors. Although Th17 cells were depleted from blood during HIV infection, cervical Th17 cell frequencies were similar in HIV-uninfected and HIV-infected women. Cervical Th17 cell frequencies were also not associated with STIs or candida, although few women had a STI. These findings suggest that IL-17 production in the female genital tract is induced in response to bacterial but not viral STIs. Decreased IL-17 associated with candidal infections suggests that candida may actively suppress IL-17 production or women with dampened IL-17 responses may be more susceptible to candidal outgrowth",2015,Dec,Immunology,146,4,557-567,WOS:000368349600006,10.1111/imm.12527,,#5890,Masson 2015,"",""
HIV-1 epidemic among female bar and hotel workers in northern Tanzania: risk factors and opportunities for prevention.,Kapiga SH.; Sam NE.; Shao JF.; Renjifo B.; Masenga EJ.; Kiwelu IE.; Manongi R.; Fawzi W.; Essex M.,"We conducted this study to determine the prevalence and risk factors for HIV-1 infection among women (N = 312) who were working in the bars and hotels in Moshi, a town in northern Tanzania. Study subjects were interviewed to obtain information about HIV-1 risk factors and examined to collect samples for the diagnosis of sexually transmitted diseases (STDs). The prevalence of HIV-1 was 26.3% (95% confidence interval [CI], 21.4%-31.2%). In multivariate analyses, the risk of HIV-1 increased with increasing age (p value, test for linear trend <.001) and the number of sexual partners during the last 5 years (p value, test for linear trend <.03). Other significant predictors were having a male partner with other sexual partners (Adjusted odds ratio [AOR], 1.92; 95% CI, 1.03-3.60), and consuming alcohol >2 days per week (AOR, 2.56; 95% CI, 1.12-5.88). The risk of HIV-1 was also significantly increased in women with bacterial vaginosis (AOR, 2.37; 95% CI, 1.09-5.13) and in study subjects with herpes simplex virus (HSV)-2 antibodies (AOR, 2.48; 95% CI, 1.24-4.98). These results indicate that women working in these settings were at increased risk of HIV-1. Programs aiming at promoting safer sexual practices and control of other STDs are urgently needed in this population. Such programs should address the underlying conditions that facilitate risk behaviors and create obstacles for these women who wish to protect themselves against HIV-1.",2002,Apr,Journal of acquired immune deficiency syndromes (1999),29,4,409-17,,10.1097/00126334-200204010-00013,11917247,#1347,Kapiga 2002,"",""
