ARRIVAL_DELAY,DISTANCE,SCHEDULED_TIME,MONTH,SCHED_DEP_HOUR,SCHED_ARR_HOUR,FLIGHT_COUNT,DAY_OF_WEEK,ORIGIN_AIRPORT,DESTINATION_AIRPORT
-14,1346,204,7,12,18,60,1,SNA,IAH
74,414,98,2,12,14,240,1,SFO,LAS
20,908,175,1,17,19,77,4,IAD,MSP
7,205,58,7,12,13,6,7,JAC,SLC
3,872,145,7,17,19,164,3,MSP,JAC
151,166,68,1,17,18,11,5,DAY,DTW
26,748,135,10,16,19,2,1,11603,12892
-8,432,105,2,6,8,37,2,IND,ATL
0,106,50,4,11,11,8,3,CHA,ATL
27,370,80,3,19,20,366,3,LAX,PHX
-10,1121,188,5,17,20,172,4,BOS,MCO
136,867,163,8,19,21,172,2,BOS,ORD
-4,573,113,4,10,12,378,3,DEN,JMS
-11,1192,192,6,12,14,118,7,DCA,DFW
-9,973,150,3,13,17,120,7,DAL,MCO
-1,341,70,3,7,8,8,2,LBB,AUS
104,599,130,6,19,20,179,3,CLT,ORD
24,762,145,6,17,19,581,7,ATL,LGA
37,1008,199,1,18,20,217,3,EWR,MSP
137,925,170,7,12,15,578,3,ORD,IAH
44,762,129,2,7,9,581,2,ATL,LGA
-3,594,128,9,14,16,124,5,MIA,ATL
66,771,146,2,17,19,16,4,TYS,IAH
-9,697,130,9,7,9,182,3,SEA,SJC
6,468,97,5,15,17,260,5,IAH,MEM
68,641,126,7,20,23,378,2,DEN,DFW
-3,1216,170,11,13,18,60,4,SNA,DAL
26,868,158,5,18,18,438,5,DFW,PHX
26,1024,150,7,19,23,182,7,SEA,DEN
17,901,170,1,16,19,77,3,IAD,FLL
54,516,91,7,19,19,10,2,BIS,DEN
47,140,48,3,12,13,2,1,LAW,DFW
23,957,140,8,20,23,116,7,HOU,FLL
-20,588,105,2,11,14,90,2,OAK,SLC
1,868,136,3,14,17,196,2,PHX,DFW
16,1085,183,5,19,22,124,5,MIA,EWR
31,1020,160,7,9,12,164,7,MSP,LGA
-22,1590,225,1,9,15,121,2,SLC,ATL
2,4184,557,3,9,13,578,4,ORD,OGG
-21,2329,365,11,8,11,185,3,BWI,LAX
15,240,71,7,19,19,581,2,ATL,ECP
16,2288,299,5,10,18,366,3,LAX,IAD
96,2075,270,1,11,17,196,6,PHX,PHL
34,1222,170,12,16,21,266,5,LAS,IAH
-17,1243,190,5,13,17,52,5,MKE,FLL
71,305,73,12,21,22,260,2,IAH,MSY
18,213,68,11,20,22,578,4,ORD,CWA
53,2475,328,7,15,23,366,2,LAX,JFK
-17,859,146,7,21,0,581,6,ATL,BDL
-24,693,124,4,10,12,30,5,OKC,ORD
48,2419,368,11,22,1,77,4,IAD,SFO
44,1749,240,6,10,17,266,5,LAS,DTW
-19,519,110,2,10,13,266,6,LAS,BOI
0,680,120,9,18,19,182,4,SEA,KTN
-5,612,100,12,22,0,73,7,BNA,TPA
-12,247,80,9,5,6,116,3,HOU,DFW
-22,646,137,12,9,11,48,6,RDU,ORD
-18,1814,240,2,9,15,196,6,PHX,PIT
65,1085,181,7,18,21,124,3,MIA,EWR
-4,345,70,6,10,11,22,2,RNO,LAS
119,780,130,2,16,18,581,5,ATL,HPN
39,1984,310,2,14,16,124,7,TPA,LAS
61,1235,205,4,16,18,438,1,DFW,LAX
61,1750,230,8,16,22,366,1,LAX,MDW
36,838,125,6,21,0,184,6,MDW,MHT
48,621,108,7,13,15,196,7,PHX,SJC
-16,1592,217,6,15,20,366,7,LAX,STL
9,1276,206,11,9,11,164,4,MSP,PHX
-2,622,128,7,17,20,578,4,ORD,BWI
19,1744,260,8,17,19,578,1,ORD,LAX
107,2586,331,3,15,0,240,5,SFO,JFK
-18,425,116,2,6,7,9,3,ABE,DTW
-10,775,135,9,15,16,69,1,AUS,DEN
18,337,80,3,18,20,185,2,BWI,CMH
15,825,135,3,17,20,60,7,MSY,MDW
148,925,171,1,15,18,578,4,ORD,IAH
-17,581,110,5,6,8,118,4,FLL,ATL
68,762,130,12,17,19,581,3,ATL,LGA
18,2248,282,2,21,5,266,1,LAS,JFK
-3,214,71,1,10,12,73,2,BNA,ATL
27,817,119,3,19,21,260,2,IAH,JAX
-21,235,87,9,17,19,578,3,ORD,DTW
32,404,93,9,18,20,581,4,ATL,MCO
-1,937,179,4,9,11,217,3,EWR,MCO
96,533,115,7,20,21,68,4,MCI,DEN
25,772,156,2,10,12,16,3,TYS,DFW
18,1605,218,1,17,23,378,3,DEN,EWR
23,364,77,2,20,21,438,3,DFW,SGF
-17,151,57,12,12,12,581,1,ATL,HSV
5,762,149,5,7,9,229,4,LGA,ATL
47,868,156,8,20,20,438,6,DFW,PHX
-18,237,70,9,17,18,438,6,DFW,TUL
113,1119,185,4,20,22,118,4,FLL,DFW
40,405,85,5,13,14,184,5,MDW,MCI
15,290,69,7,7,9,22,1,BOI,SLC
-2,2446,306,1,13,21,120,4,SAN,JFK
29,2556,332,2,22,5,68,1,HNL,LAX
3,846,141,8,7,9,67,3,PDX,LGB
-20,1124,167,5,19,23,164,2,MSP,BOS
7,646,118,10,16,18,10,6,11057,10257
48,110,52,7,22,23,366,5,LAX,PSP
8,1013,175,9,10,13,127,6,PHL,MIA
-4,942,150,6,13,16,73,3,BNA,BOS
-12,604,118,5,13,14,6,3,MOT,DEN
27,232,60,6,11,12,10,1,DSM,MSP
47,414,94,8,16,18,266,7,LAS,SFO
-2,534,111,8,14,16,77,2,IAD,ATL
23,1849,295,12,7,10,214,5,MCO,PHX
-2,397,80,10,7,9,2,5,14893,12889
23,1072,165,6,13,16,214,7,MCO,PVD
17,1721,235,11,8,14,182,7,SEA,ORD
1,925,173,2,8,11,578,1,ORD,IAH
15,399,104,1,8,10,172,7,BOS,DCA
102,742,125,6,17,20,29,7,MEM,IAD
14,1400,215,9,7,11,260,5,IAH,EWR
59,199,74,3,21,22,217,7,EWR,DCA
-4,201,47,12,10,11,13,5,LIH,OGG
26,391,104,12,19,20,378,4,DEN,SLC
-14,1290,219,1,8,10,34,2,PIT,DEN
2,862,145,9,8,9,378,1,DEN,LAX
-5,308,80,12,16,17,7,6,BRO,IAH
-30,413,104,4,6,8,172,7,BOS,IAD
-17,642,132,10,8,11,40,6,13930,14524
-19,759,136,6,14,16,118,7,DCA,MCO
-13,1050,157,2,17,20,182,4,SEA,SAN
14,546,108,4,18,20,22,5,BUF,CLT
-16,270,75,6,13,14,581,7,ATL,JAX
272,174,61,11,5,6,4,3,SPI,ORD
-21,1029,186,3,10,13,180,2,JFK,MSP
39,678,123,6,15,19,578,1,ORD,PHL
36,612,115,5,16,18,48,1,RDU,BOS
5,937,140,8,18,20,32,3,BUR,SEA
-15,1390,190,9,19,0,366,3,LAX,HOU
-9,994,140,1,16,20,69,2,AUS,MCO
7,1235,183,7,0,5,366,4,LAX,DFW
10,319,70,11,10,11,120,7,DAL,MAF
-3,313,79,10,11,12,26,7,11292,11865
-13,2174,294,7,15,22,266,5,LAS,MIA
40,1123,160,12,18,23,378,3,DEN,DTW
45,266,75,8,17,18,4,3,BTV,EWR
-7,748,124,9,14,16,182,7,SEA,FAT
-2,228,70,11,13,15,184,7,MDW,DTW
-10,1011,155,4,21,0,214,7,MCO,BUF
-2,369,85,9,7,8,185,6,BWI,BOS
21,581,114,7,13,14,581,7,ATL,FLL
25,1062,175,5,19,21,60,1,MSY,DEN
21,605,105,3,21,23,60,1,SMF,SEA
26,771,126,9,9,13,378,7,DEN,LIT
9,1205,202,5,17,18,438,7,DFW,SNA
20,1379,199,7,15,21,366,2,LAX,IAH
64,2165,317,11,9,13,40,2,SJU,DFW
-17,120,67,2,10,11,15,3,GRR,DTW
5,1069,187,11,8,11,180,2,JFK,FLL
16,373,80,3,22,23,60,4,SMF,LAX
16,280,86,12,18,19,127,3,PHL,BOS
0,793,130,6,10,12,120,2,DAL,MDW
40,1605,236,10,11,17,26,6,11292,11618
22,332,84,6,22,22,581,5,ATL,MEM
26,1067,151,3,9,12,438,3,DFW,PIT
0,451,80,2,8,10,68,4,MCI,IND
22,733,124,3,5,9,578,7,ORD,LGA
24,588,113,12,18,20,578,1,ORD,IAD
146,888,140,12,18,21,378,7,DEN,ORD
125,404,111,8,16,18,214,5,MCO,ATL
28,677,121,6,19,21,578,5,ORD,JAN
15,449,107,4,19,21,127,6,PHL,CLT
78,849,120,4,19,22,116,1,HOU,MCO
0,1671,236,6,8,14,22,3,RNO,ORD
-26,1749,273,2,6,8,181,2,DTW,LAS
-19,612,119,10,15,18,40,2,13930,11278
-5,223,60,6,6,7,266,1,LAS,BUR
51,190,56,5,23,0,438,4,DFW,AUS
23,266,81,8,10,12,9,7,MRY,LAX
45,1065,183,7,18,21,217,6,EWR,FLL
-1,157,60,8,5,6,9,4,SBN,DTW
-9,689,119,4,6,8,260,1,IAH,ATL
-9,2343,279,4,20,4,366,3,LAX,FLL
5,533,99,12,9,12,378,6,DEN,MCI
18,1476,190,3,20,1,67,1,SJC,AUS
13,610,118,3,15,16,181,4,DTW,MEM
6,366,81,1,18,19,179,3,CLT,PIT
34,2039,290,8,18,20,214,4,MCO,LAS
15,696,135,1,6,8,581,7,ATL,HOU
22,2106,325,3,14,16,185,2,BWI,LAS
-3,533,105,9,11,12,68,5,MCI,DEN
-17,484,105,4,6,8,29,3,MEM,HOU
35,373,90,7,21,22,366,4,LAX,SMF
32,2419,307,12,22,6,240,5,SFO,IAD
-3,163,43,9,19,19,17,6,KOA,HNL
66,1592,246,6,12,14,86,3,STL,LAX
102,808,143,5,19,21,179,6,CLT,MCI
192,1121,164,10,16,20,22,6,11298,13303
49,446,85,7,19,21,120,5,SAN,OAK
1,351,76,1,14,15,260,3,IAH,JAN
-6,481,99,8,5,7,27,1,RIC,ATL
15,547,107,9,20,22,581,5,ATL,DCA
16,954,162,8,18,21,182,3,SEA,LAX
26,1532,237,4,9,11,164,5,MSP,SAN
-17,235,78,9,10,10,181,3,DTW,ORD
2,641,121,1,15,16,438,6,DFW,DEN
26,588,118,8,18,20,16,4,ICT,ORD
99,550,98,1,12,14,240,6,SFO,PDX
37,774,127,7,19,20,581,6,ATL,GRB
-4,1276,209,12,20,23,164,6,MSP,PHX
15,188,68,12,11,12,121,4,SLC,IDA
-6,358,75,5,8,9,32,3,BUR,SMF
-3,507,100,11,20,21,179,7,CLT,TPA
83,725,120,1,14,17,184,7,MDW,LGA
22,305,66,5,17,19,260,5,IAH,MSY
30,763,143,6,16,18,4,2,BTV,ORD
-22,164,63,5,7,8,5,7,AVL,ATL
-2,782,141,3,14,16,581,2,ATL,ICT
15,187,82,6,9,10,172,3,BOS,JFK
1,1107,170,2,13,17,182,1,SEA,PHX
105,140,61,11,6,7,69,1,AUS,IAH
62,147,55,12,17,17,581,3,ATL,MGM
15,76,49,9,16,16,7,4,RST,MSP
38,1379,200,7,23,5,366,5,LAX,IAH
-12,862,140,11,18,22,366,7,LAX,DEN
29,474,92,11,22,0,578,1,ORD,BUF
-4,909,143,5,5,9,60,7,SMF,DEN
6,430,93,3,16,19,12,5,CID,DTW
-25,1703,285,3,7,9,118,1,FLL,DEN
19,999,187,4,18,20,8,3,GSO,DFW
23,679,124,10,17,19,15,4,14771,14747
15,507,104,4,10,12,124,2,TPA,CLT
-17,236,75,5,19,21,366,3,LAX,LAS
71,262,71,2,10,11,240,6,SFO,SBA
34,986,151,10,20,23,22,5,11298,11433
-10,1797,288,1,6,9,73,2,BNA,LAX
-11,488,90,12,9,11,22,1,RNO,SAN
31,2125,294,8,22,6,366,7,LAX,CLT
62,1947,270,7,11,18,366,2,LAX,ATL
-10,577,115,5,12,14,581,4,ATL,BWI
-2,1089,193,7,8,11,180,7,JFK,MIA
45,255,60,7,17,18,48,1,RDU,BWI
13,1008,176,5,14,16,217,3,EWR,MSP
-3,363,86,2,14,15,8,4,CRW,ATL
1,1142,197,12,9,11,164,5,MSP,BOI
-2,1119,167,4,13,17,438,7,DFW,FLL
14,550,104,8,16,17,67,4,PDX,SFO
57,369,89,1,20,21,172,5,BOS,BWI
15,307,85,1,8,9,61,2,CLE,MDW
96,427,81,5,16,18,260,5,IAH,MOB
-3,197,57,11,7,7,118,3,FLL,TPA
-23,1554,215,10,9,13,9,6,11259,10721
159,129,56,1,19,19,182,5,SEA,PDX
46,495,95,10,19,20,3,4,14730,10821
-22,1605,220,11,11,16,378,1,DEN,EWR
38,404,84,8,21,23,214,3,MCO,ATL
17,950,195,12,15,18,229,3,LGA,MCO
22,529,128,2,18,20,217,5,EWR,CLT
15,907,149,4,6,10,164,7,MSP,ATL
240,187,69,12,21,22,180,5,JFK,BOS
218,522,103,1,18,19,578,7,ORD,XNA
233,944,176,2,13,16,180,7,JFK,MCO
67,1598,253,7,17,21,180,4,JFK,SJU
4,761,136,8,21,22,581,4,ATL,OKC
-13,337,80,4,13,14,366,6,LAX,SFO
16,495,90,9,13,15,14,3,SDF,BWI
46,240,71,1,20,22,578,6,ORD,DAY
73,1781,271,4,19,21,578,6,ORD,SMF
8,109,57,4,15,16,366,3,LAX,SAN
-5,912,178,3,14,16,179,2,CLT,IAH
-9,100,39,9,13,14,29,4,OGG,HNL
-4,650,125,10,14,16,8,5,13303,11057
19,337,75,4,13,14,366,5,LAX,OAK
51,849,132,1,19,22,578,4,ORD,PVD
-22,500,109,8,12,14,179,5,CLT,DTW
42,849,135,5,15,18,184,1,MDW,JAX
-3,2419,314,8,10,19,240,6,SFO,IAD
30,522,113,6,18,20,578,7,ORD,XNA
262,888,153,8,22,23,578,1,ORD,DEN
39,852,146,2,20,22,164,5,MSP,DFW
-7,546,101,5,16,19,13,7,GEG,SLC
16,819,135,8,21,22,378,5,DEN,ONT
24,594,124,1,18,20,124,5,MIA,ATL
-14,331,80,3,14,16,179,5,CLT,DCA
131,337,93,8,18,20,90,4,OAK,LAX
-13,224,68,3,12,13,13,3,GEG,SEA
6,597,127,4,15,17,14,7,BHM,DFW
90,236,65,5,22,23,266,4,LAS,LAX
-4,545,111,7,20,22,581,1,ATL,PBI
-1,2677,340,2,14,22,68,1,HNL,SEA
-5,481,115,1,12,14,27,4,RIC,ATL
2,224,75,5,17,19,260,2,IAH,DFW
4,130,52,9,16,17,179,3,CLT,RDU
46,1303,183,12,15,20,120,6,SAN,IAH
-12,2342,360,1,7,10,118,4,FLL,LAX
-8,342,75,2,19,20,67,4,SJC,SNA
-8,1404,237,11,7,10,73,5,BNA,SLC
29,335,91,2,16,17,34,5,PIT,LGA
2,646,122,4,20,22,196,7,PHX,OAK
23,2565,401,3,17,21,217,1,EWR,SFO
31,1501,232,5,20,23,124,2,MIA,MSP
20,402,95,1,12,13,34,7,PIT,MDW
19,566,130,1,17,18,3,2,ELM,ORD
68,282,68,4,19,20,33,4,OMA,MSP
7,368,70,7,18,19,120,4,SAN,TUS
229,547,110,6,15,17,581,4,ATL,DCA
-7,602,115,11,22,0,378,7,DEN,PHX
87,589,105,8,18,20,16,1,ICT,MDW
9,869,150,2,16,18,124,4,TPA,STL
22,581,110,10,18,20,47,2,10397,11697
-25,425,93,8,14,15,181,4,DTW,ABE
22,236,70,1,17,18,266,1,LAS,LAX
-12,1379,192,9,14,19,366,2,LAX,IAH
-5,594,120,3,16,18,181,7,DTW,ATL
25,541,105,12,20,20,24,1,TUL,DEN
27,967,147,7,18,21,240,4,SFO,DEN
80,551,110,6,22,22,438,4,DFW,SAF
16,2611,380,6,17,21,172,3,BOS,LAX
31,1620,279,2,17,20,229,4,LGA,DEN
4,671,118,3,6,8,90,2,OAK,SEA
-11,100,36,3,21,22,68,6,HNL,OGG
1,369,81,9,10,11,185,1,BWI,BOS
-13,588,113,10,8,11,40,1,13930,12264
-10,337,92,3,7,9,366,3,LAX,SFO
-15,2425,321,2,6,14,120,7,SAN,EWR
18,748,136,3,11,14,73,3,BNA,EWR
8,867,144,8,9,12,182,1,SEA,LAS
192,845,148,11,5,9,7,2,BFL,DEN
145,689,128,6,19,22,260,5,IAH,ATL
-9,749,125,3,9,11,581,3,ATL,ROC
-15,528,110,2,10,12,185,4,BWI,GRR
63,342,70,4,16,17,60,3,SNA,SJC
0,646,123,12,21,22,196,4,PHX,OAK
-56,1488,242,3,18,19,37,7,IND,PHX
75,846,134,11,18,21,60,1,SNA,DEN
141,746,153,9,15,18,217,3,EWR,ATL
15,280,70,4,7,8,438,5,DFW,XNA
3,728,128,12,18,20,179,2,CLT,BOS
-29,2701,395,11,18,22,182,2,SEA,LIH
37,1814,237,12,22,5,366,1,LAX,IND
15,936,153,7,14,18,438,2,DFW,CLT
16,2007,300,12,14,17,40,6,SJU,IAH
69,1050,171,3,19,22,24,7,BDL,MCO
-9,1947,250,1,14,21,366,4,LAX,ATL
43,333,70,2,19,20,67,4,SJC,ONT
-25,888,154,3,6,9,378,4,DEN,ORD
39,236,70,5,13,14,266,1,LAS,LAX
-10,1892,255,7,22,5,120,6,SAN,ATL
-18,1005,177,3,7,9,214,3,MCO,ORD
-14,590,105,1,20,22,366,7,LAX,SLC
27,368,75,12,21,23,266,5,LAS,SLC
54,733,142,7,14,17,578,4,ORD,LGA
1,925,173,12,5,7,578,6,ORD,IAH
43,1535,210,4,18,0,366,5,LAX,MSP
-13,300,72,12,15,16,581,5,ATL,GNV
10,1608,255,1,6,9,40,6,SJU,EWR
122,1166,185,2,7,11,184,5,MDW,FLL
-13,834,135,9,7,9,34,4,PIT,MCO
64,1389,195,1,15,20,438,7,DFW,LGA
6,1055,181,11,22,23,438,3,DFW,LAS
18,1246,195,8,19,20,120,5,DAL,LAX
-17,545,121,4,17,19,60,3,PBI,ATL
127,1061,179,7,18,20,48,3,RDU,DFW
36,1197,205,2,15,19,172,4,BOS,PBI
41,1703,274,4,20,22,118,5,FLL,DEN
-6,282,69,7,9,10,33,5,OMA,MSP
14,205,62,10,13,14,10,7,14869,12441
84,1635,248,4,21,23,260,7,IAH,SFO
45,1085,178,3,17,20,124,5,MIA,EWR
35,723,115,5,8,11,578,7,ORD,ALB
-5,646,138,11,17,18,48,2,RDU,ORD
43,1046,170,1,14,16,40,6,SJU,FLL
16,110,54,3,15,16,15,4,PSP,LAX
21,229,56,3,21,22,438,4,DFW,SJT
21,1678,255,11,19,20,36,4,CVG,LAS
65,929,142,5,21,1,438,7,DFW,TPA
15,351,76,3,16,17,438,4,DFW,LFT
18,163,54,3,17,18,260,1,IAH,TYR
15,239,60,2,16,17,116,5,HOU,DAL
-2,1959,245,6,10,16,90,4,OAK,BNA
-10,190,64,12,6,7,69,6,AUS,DFW
-14,429,88,3,16,18,9,6,MAF,IAH
-12,2237,285,10,11,19,17,4,12889,10257
128,1521,260,4,21,0,180,5,JFK,AUS
18,299,86,7,7,9,578,3,ORD,DSM
33,494,95,6,12,14,60,5,MSY,SAT
-5,2088,279,4,23,6,121,2,SLC,MIA
15,391,80,1,14,16,366,6,LAX,RNO
-12,1874,251,9,13,20,182,7,SEA,IAH
5,1587,270,3,15,17,581,2,ATL,PHX
-4,368,80,10,14,16,17,1,12889,14869
20,599,119,3,18,20,578,5,ORD,CLT
-11,854,153,5,13,14,214,3,MCO,IAH
28,651,119,7,22,0,196,4,PHX,SFO
80,251,70,7,18,20,378,1,DEN,DRO
27,1005,175,6,20,22,214,6,MCO,ORD
-13,1598,243,8,8,12,40,7,SJU,JFK
18,522,104,3,15,16,578,1,ORD,XNA
141,719,130,6,19,22,578,1,ORD,EWR
15,919,153,6,14,16,124,5,MIA,DCA
-6,241,70,6,6,8,1,5,GTR,ATL
9,1107,169,6,6,8,196,3,PHX,SEA
-16,482,104,6,11,12,7,5,BRO,DFW
-16,1671,254,9,11,12,181,7,DTW,PHX
35,250,68,4,14,15,2,3,ACV,SFO
30,2556,350,1,10,13,366,2,LAX,HNL
15,946,186,10,17,20,15,5,10721,10397
25,725,108,2,18,20,1,3,BRW,ANC
35,2079,315,4,8,10,181,4,DTW,SFO
-6,495,95,10,7,9,3,5,14730,10821
20,1096,199,7,19,22,229,1,LGA,MIA
-10,967,155,8,5,7,378,6,DEN,SFO
61,2079,328,1,19,22,181,5,DTW,SFO
15,464,94,8,16,18,181,7,DTW,TTN
0,853,140,3,11,15,120,2,SAN,DEN
-20,1436,195,7,12,18,378,3,DEN,RDU
0,954,160,9,21,0,182,7,SEA,LAX
28,386,80,4,20,21,266,2,LAS,SJC
10,862,139,1,13,16,366,4,LAX,DEN
-19,2088,319,5,19,23,124,5,MIA,SLC
32,236,70,12,13,14,266,4,LAS,LAX
69,270,83,12,18,19,4,7,BPT,DFW
11,861,144,7,19,22,214,3,MCO,PHL
7,280,73,1,9,10,127,5,PHL,BOS
-2,109,53,6,19,20,120,2,SAN,LAX
20,2176,276,8,22,6,266,6,LAS,PHL
-7,1491,250,3,16,19,185,6,BWI,DEN
0,337,75,11,17,18,366,5,LAX,OAK
-13,1521,214,10,6,10,8,7,10423,12478
12,1535,211,5,13,18,366,6,LAX,MSP
28,1201,217,1,17,20,19,3,ORF,IAH
29,325,70,12,19,21,32,3,BUR,OAK
129,403,97,6,15,17,578,2,ORD,MCI
-21,461,93,9,21,22,121,5,SLC,LWS
34,691,125,6,8,10,184,1,MDW,OKC
15,237,73,3,6,7,24,7,TUL,DFW
32,391,88,9,18,20,378,2,DEN,SLC
10,261,66,4,14,15,15,5,PSP,PHX
7,842,150,3,17,18,12,1,PVD,MDW
-15,679,136,6,11,13,182,7,SEA,SFO
-5,650,128,3,8,10,124,6,MIA,CLT
99,563,108,4,15,16,378,5,DEN,ELP
0,2018,275,9,15,21,23,1,ANC,SFO
34,67,54,2,14,15,52,2,MKE,ORD
46,304,65,6,19,20,196,4,PHX,SAN
0,1072,161,4,12,15,214,4,MCO,PVD
31,1290,179,3,19,0,378,1,DEN,PIT
24,861,144,12,14,16,214,4,MCO,PHL
-21,1598,239,8,7,10,180,3,JFK,SJU
23,299,84,6,17,19,578,1,ORD,DSM
122,235,72,8,21,21,181,2,DTW,ORD
47,946,162,6,19,21,581,4,ATL,BOS
-16,95,37,9,10,10,5,1,JNU,SIT
-2,695,136,5,6,8,8,2,CHA,DFW
-18,925,158,7,5,7,578,1,ORD,IAH
68,236,77,3,20,21,266,7,LAS,LAX
5,323,80,4,6,6,10,4,LEX,ORD
35,164,55,1,14,15,3,1,CLL,DFW
-14,160,58,5,7,8,196,1,PHX,YUM
40,1013,188,11,19,21,164,1,MSP,MSO
18,280,78,9,10,11,127,7,PHL,BOS
11,1635,244,9,15,17,260,7,IAH,SFO
-13,550,115,2,8,9,86,3,STL,DFW
57,604,112,4,19,22,378,4,DEN,MOT
32,174,64,6,13,14,4,5,SPI,ORD
-5,299,84,10,17,18,40,5,13930,11423
2,216,51,8,15,16,68,6,HNL,ITO
-14,1192,226,11,6,9,118,2,DCA,DFW
97,589,109,6,10,12,378,1,DEN,DSM
0,537,98,5,14,15,181,7,DTW,BTV
-18,731,128,10,8,11,22,6,11298,10397
15,361,92,7,15,17,185,3,BWI,CLT
13,771,132,7,7,10,260,6,IAH,TYS
-7,129,49,8,19,20,67,7,PDX,SEA
-16,1797,245,7,11,17,366,3,LAX,BNA
1,645,148,12,9,11,217,2,EWR,IND
34,685,131,3,17,19,12,5,CID,DFW
12,1428,195,4,19,0,121,4,SLC,MSY
-34,1519,235,12,9,15,182,6,SEA,OKC
47,1476,235,1,14,16,120,5,DAL,SFO
20,534,107,4,21,23,581,3,ATL,IAD
32,867,165,9,14,16,172,4,BOS,ORD
-9,1121,199,4,15,17,124,7,MIA,DFW
-2,1276,200,5,11,12,164,5,MSP,PHX
-9,950,184,10,19,22,13,1,12953,13204
43,462,101,2,17,19,5,2,FSD,ORD
-13,594,122,11,12,14,124,1,MIA,ATL
-4,632,114,1,21,23,181,5,DTW,BOS
-24,546,127,12,20,22,164,3,MSP,ISN
-15,2398,331,2,9,12,240,1,SFO,HNL
21,537,95,4,19,21,181,4,DTW,BTV
-23,1014,170,9,15,17,73,1,BNA,DEN
-16,761,131,8,9,13,30,2,OKC,ATL
40,1605,264,7,19,21,217,4,EWR,DEN
-19,1042,183,1,9,12,164,5,MSP,AUS
-22,2075,307,5,13,15,127,7,PHL,PHX
0,931,154,6,15,16,118,7,DCA,MSP
-10,854,145,4,7,11,260,3,IAH,MCO
-8,319,70,3,7,8,120,3,DAL,MAF
-13,529,108,2,12,13,179,5,CLT,EWR
-13,834,135,10,13,15,11,4,13204,14122
-7,1005,167,1,17,19,124,2,TPA,JFK
63,861,166,3,17,19,11,4,DAY,DFW
9,134,49,4,23,22,581,3,ATL,BHM
20,860,130,5,20,23,52,7,MKE,BOS
-1,100,35,2,8,8,29,3,OGG,HNL
27,515,110,6,13,14,45,2,RSW,ATL
-1,599,129,3,14,15,179,3,CLT,ORD
65,950,154,9,10,12,214,5,MCO,LGA
-20,978,167,3,8,10,60,4,SNA,SEA
-12,588,117,11,16,17,121,4,SLC,SNA
221,2106,300,6,19,21,185,2,BWI,LAS
-18,2409,325,10,8,11,8,2,13796,12173
5,695,123,6,13,15,164,4,MSP,BNA
-15,1045,174,11,18,20,40,5,SJU,MIA
-6,351,76,1,14,15,260,5,IAH,JAN
-13,628,122,7,6,9,217,5,EWR,CHS
43,364,83,9,21,23,438,1,DFW,SGF
23,1164,180,10,21,22,8,7,10423,14679
63,783,166,1,17,18,24,1,BDL,ORD
63,650,119,7,22,0,179,5,CLT,MIA
15,584,123,12,21,22,121,4,SLC,SJC
66,748,156,3,20,21,217,1,EWR,BNA
69,197,62,2,20,21,118,6,FLL,TPA
37,1237,216,3,17,20,172,5,BOS,FLL
32,748,133,3,9,12,73,5,BNA,EWR
15,399,85,8,9,10,118,2,DCA,BOS
-7,852,142,9,7,9,438,3,DFW,MSP
100,563,109,6,16,18,61,4,CLE,BOS
-7,872,155,3,16,17,69,5,AUS,PHX
34,2475,330,1,7,15,366,1,LAX,JFK
0,630,104,7,10,12,67,3,PDX,SLC
0,274,77,9,7,8,10,1,MLI,MSP
2,417,75,10,17,18,4,4,14831,14679
9,694,122,1,16,19,12,7,CID,ATL
-10,484,100,11,14,15,581,6,ATL,STL
34,460,90,3,8,10,438,3,DFW,MCI
-7,1299,216,12,17,19,164,4,MSP,LAS
-31,522,106,8,11,13,20,1,XNA,ORD
83,1182,223,2,8,10,180,5,JFK,MSY
-13,692,133,10,12,13,47,6,10397,13198
59,2565,375,12,17,21,217,2,EWR,SFO
23,286,95,12,10,10,14,3,SDF,ORD
210,228,98,8,17,19,180,2,JFK,IAD
28,937,140,5,21,23,116,1,HOU,MDW
35,192,55,5,22,23,116,2,HOU,SAT
95,480,85,6,18,20,120,1,SAN,SMF
-35,1990,278,6,17,23,121,3,SLC,JFK
93,429,99,10,14,16,4,5,15370,12266
-25,1522,237,3,9,11,164,5,MSP,SNA
6,696,123,9,8,11,116,5,HOU,ATL
139,373,91,2,9,10,60,3,SMF,LAX
-15,413,97,5,15,16,172,5,BOS,IAD
15,481,110,9,10,10,164,5,MSP,DIK
-10,2239,293,8,10,18,366,5,LAX,RDU
106,331,69,2,17,18,581,3,ATL,FAY
15,362,75,11,14,15,29,5,ONT,OAK
7,1184,165,8,14,17,120,7,DAL,DCA
-6,874,135,2,10,14,40,1,SAT,ATL
-9,1056,165,9,7,9,60,5,PBI,HPN
19,377,80,3,22,23,185,1,BWI,MHT
-17,201,64,8,9,10,7,4,LFT,IAH
-11,621,110,8,17,19,196,4,PHX,SJC
26,2556,340,6,23,7,68,4,HNL,LAX
-28,733,159,11,8,9,229,2,LGA,ORD
178,980,165,7,13,15,127,4,PHL,MSP
5,446,85,8,15,16,90,3,OAK,SAN
142,447,85,3,19,20,240,1,SFO,SAN
97,396,81,3,17,18,438,1,DFW,LRD
-5,641,122,3,17,18,438,4,DFW,DEN
19,228,68,6,19,20,10,1,MSN,MSP
-16,356,80,1,22,23,581,2,ATL,RDU
